编号,标题,接收信箱,询问日期,回复日期,询问内容,回复内容,情感值
27746,可再生能源申请资金援助,深圳市发展和改革委员会,2009.09.26,2009.09.27,"你好！请问可再生能源可不可以申请政府资金援助和贷款？我是将废气的茶渣加工生产成燃料和饲料的。现在资金短缺，所以想咨询一下可不可以得到政府的补贴和贷款的？谢谢！
","我局已起草《深圳市促进新能源发展的若干措施》，近期将会发布实施，届时政府将对符合条件项目予以补贴。
",0.0006348967667841876
28009,农转非区发改局及市局审批时限,深圳市发展和改革委员会,2009.07.24,2009.08.04,"Dear sir ： ????我想问一问区劳动局已审批通过的核准类农招，贵局审批“农转非”时间大概要几个工作日。多谢！
","农转非手续是劳动部门在为符合招工条件的个人办理入户手续时捆绑办理的，由市劳动部门或区劳动部门通过区发改局向市发改局申请办理，申请单位（或个人)不需要直接向市发改局申报，需要查询办理进度应直接向市（区）劳动部门咨询。我局自收到相关部门报送材料之日起5个工作日完成办理并向各相关部门反馈办理结果。
",0.0007552604762647297
6043,为什么备案管理在核准管理的链接之下？,深圳市发展和改革委员会,2016.11.25,2016.11.28,"一、为什么备案管理在核准管理的链接之下？需要点击进入核准管理再进入备案页面？
二、为什么点击右侧的项目申报系统不能登陆备案账号？
		","核准和备案属于两个不同的事项，可登录“深圳市社会投资核准备案管理系统”办理。
		
		",0.0007590121065164102
23808,如何做收费价格备案,深圳市发展和改革委员会,2014.08.21,2014.08.21,"我想问下，我们企业负责进出口业务的消毒除害业务，由于业务性质特殊，想在物价部门做个收费价格的备案可以吗？如何做？谢谢
		","该业务收费不在政府定价和政府指导价范畴，不需要到我委备案。
		
		",0.001307568619569599
20843,关于节能服务公司备案,深圳市发展和改革委员会,2015.03.30,2015.04.15,"2015年发改委还会不会组织申请节能服务型公司备案？如果有关于合同能源节能减排专项扶持资金无备案公司可否申请？
		","国家已停止受理节能服务公司备案，深圳企业在本市开展项目可申请合同能源扶持资金。
		
		",0.0014976146512970523
27596,招调工农转非审批时间,深圳市发展和改革委员会,2009.12.19,2009.12.23,"我是12月16日把资料上交到劳动局窗口的，请问在你们发改委那边审批要多长时间啊？
","? 我委自收到相关部门报送材料之日起5个工作日完成办理并向各相关部门反馈办理结果。农转非手续是劳动部门在为符合招工条件的个人办理入户手续时捆绑办理的，由市劳动部门或区劳动部门通过区发改局向市发改委申请办理，需要查询办理进度应直接向市（区）劳动部门咨询。
",0.0014980483358595365
2530,建设立体停车库手续,深圳市发展和改革委员会,2017.03.10,2017.03.14,"我小区预打算改建立体停车库，想咨询需要找哪些部门办理哪些手续？有没有具体的相关流程说明？
		","立体车库按报建形式分为特种设备类和建筑物（构筑物）类，特种设备类仅需报质监部门验收即可，建筑物类按现有房建类建设流程审批。
		
		",0.001579752254386113
29698,关于毕业生接收中遇到的农转非问题,深圳市发展和改革委员会,2008.10.21,2008.11.04,"您好，我在进行毕业生接收报到时，由于是农村户口，不可以报到。请问要怎么样才可以办理农转非的手续，我是外省户口。谢谢！
		","邓丽琴：你好！一般情况下，在进入学校时户口就已经转到学校不可能是农村户口，所以不知道你的这种情况是如何造成的，一般不予办理。
		
		",0.0017317992100682744
29589,关内外户籍迁移问题,深圳市发展和改革委员会,2008.11.07,2008.11.21,"你好，我是龙岗户籍，市区内有物业，但是领的是部队房产证，请问我可以通过《深圳市户籍迁移管理办法》将户口落入于市区内的物业吗？
		","梁靖:您好！目前深圳市关内外户籍迁移办理的部门是公安机关，所认可的房产证明是由国土等政府部门颁发的房产证，军产房暂不纳入户籍迁移范围，预计在明年会专题讨论研究。请关注市公安机关网站查询以掌握相关信息。此复。深圳市发展和改革局 二〇〇八年十一月二十一日
		
		",0.0020946610958755274
4421,生活无忧香缤广场店,深圳市发展和改革委员会,2017.01.23,2017.01.24,"2016.12.28我在生活无忧香缤广场店，商家标价10元两罐，我想买一罐，对方说一罐不卖，10元一罐买一送一，但是我收到的票据却显示单价每罐五元，我认为存在价格违法行为，请依法查处。
		","价格执法检查不属于我委职责。建议向市场监管部门咨询。
		
		",0.0022941959335808226
29699,户口迁移问题,深圳市发展和改革委员会,2008.10.21,2008.11.04,"您好！我目前正在通过公司招调工将户口调到深圳，指标卡已经在宝安区发改局拿到了，但还没去拿准迁证。最近从媒体了解到深圳关内外户籍自由迁移政策已经开始正式实施，而我在南山已有房产，请问，我能不能直接将户口迁移到房产所在区域？如果可以，我应该到哪个区的公安局拿准迁证？盼复，谢谢！
		","金旋：你好！你可以直接将户口迁移到房产所在区域，请直接到房产所在地区域派出所拿准迁证。
		
		",0.0023328528374594315
25292,人社局已审批通过一个多月了，农招卡何时能审批？,深圳市发展和改革委员会,2013.10.21,2013.10.23,"您好，我是积分入户的，属于在职人才引进类型，9月16日深圳人力资源和社会保障局已审批通过了，现已经1个多月了农招卡还一直审批当中，多次咨询人社局答复说：耐心等待,请问发改委何时能审批下来，能有期限吗？
		","您好，我市“农转非”为市人力资源局在办理招工手续时同步捆绑办理的。我委在接到市人力资源局报送材料之日起5个工作日内完成审批。经查，我委目前尚未收到名为“颜欣敏”的“农转非”审批材料。请询市人力资源局有否向我委报送材料。
",0.002690581142165027
29837,从08年10月1日起关内关外户籍一体化,深圳市发展和改革委员会,2008.10.12,2008.10.14,"请问在哪里可以查询到08年10月1日起市政府颁布实施的《深圳市户籍迁移管理办法》(深府[2008]215号)关于关内外户籍可随自购房地点迁移的具体办理细则？
		","王科:你好!来信收悉.《深圳市户籍迁移管理办法》(深府[2008]215号)已经市政府颁布实施,从2008年10月1日起执行。关于在关内外户籍可随自购房地点迁移的办理工作市公安局正在加紧组织实施，近期将很快受理此类申请，各具体的办理时间和细则，请向市公安局人口管理处咨询。
		
		",0.002815900048335873
30542,关于车改液化气的问题,深圳市发展和改革委员会,2008.06.22,2008.07.08,"您好： 最近石油涨价厉害，本人想咨询如果深圳引进车用液化气不是更好。该措施既环保又可缓解石油涨价的副作用。而且在国内其他城市都开始有了，比如对公交和出租的改造。深圳好像没有。我想如果可行，本人拥有成熟的团队，可承担深圳进行该项目的改造。不知需要如何申请，该项目是不是政府行为，还是允许民营，如果可以，该如何申请，请明示。该措施的实施，可谓是利国利民啊。 望回复，不胜感谢。
		","陈莉：你好！你所咨询承揽改造工程的问题，属于市场调节问题，政府部门不便参与。此复
		
		",0.002976127741485368
29784,10月1日起是实行关内关外户籍一体化相关问题,深圳市发展和改革委员会,2008.10.15,2008.10.20,"本人现25岁,未婚,现户口在宝安某花园;现本人在福田区某单位工作,非正式人员.由于工作需要,现在急需将户籍迁至关内,恰遇有此政策,请问,像我这种情况可以办理关内外户籍迁移吗,如果可以应该如何办理,如果不可以,请问是什么原因?急盼答复,万分感谢!
		","叶先生：你好！感谢你的来信咨询.《深圳市户籍迁移管理办法》(深府[2008]215号)已于今年10月1日经市政府颁布实施。该《办法》有以下规定提供你参考： 1、深圳市户籍的居民在深圳市范围内因居住地变更、夫妻分居、未成年小孩随父或随母居住、老人随子女居住等事由，可申请户籍迁移。 2、变更工作单位的其户籍不随劳动、人事关系迁移。 3、以上事由的户籍迁移手续在市公安局办理（接收深圳生源应届高校毕业生的入户事宜由仍由人事部门据继续受理）。 目前，市公安局正抓紧推进各项实施工作，近期将很快受理此类申请，更具体的办理时间表，请向市公安局人口管理处咨询。 此复。
		
		",0.0030346119080381095
25344,关于农转非指标卡,深圳市发展和改革委员会,2013.10.09,2013.10.10,"你好，我是办理的应届毕业生接收。我8月27日拿到接收函，截止到现在农转非指标卡也还没下来。我想问一下农转非指标卡一般的办理进度是多久？因为当时人力资源局说的是一般在半个月左右，因为这个进度又没办法查询，我担心会不会出现什么纰漏。
		","经查询，秦雪华的信息市人力局尚未向我委申报，已电复当事人详询市人力资源局。
",0.003073766613926998
33522,有关宝安龙岗两区户口迁入市区事项,深圳市发展和改革委员会,2007.03.16,2007.03.26,"请问贵局在2006年应市人大代表的建议，于2007年内将实施放宽宝安龙岗两区户口迁入市区这一政策，但到目前为止还没有正式批准，请问什么时候开始啊！非常谢谢。
		","关于苏云同志网上咨询的答复意见 苏云同志： 我局于去年办理孙彪等10名人大代表的提案时，确实提出了加快推进特区内外户籍一体化管理的答复意见。经新闻媒体报道后，社会各界反响较大，得到普遍好评。为此，我局已将此项工作列为年度重点工作之一。目前，相关评估论证工作正在进行中。谢谢您关注并发来邮件。 此复。 二○○七年三月二十一日
		
		",0.003705664190050695
29269,有关调峰电站,深圳市发展和改革委员会,2009.02.16,2009.02.17,"您好！ ??? 我想咨询一下，如果要在深圳建一个抽水的储能电站，都需要那些部门的审批手续？并且，应该准备哪些材料？另外，有没有相关的政策什么的？ ???急用！ ??? 谢谢！
","何智超： ??? 您好！对你咨询的问题答复如下： ??? 根据<国务院关于投资体制改革的决定》（国发[2004]20号)的规定，抽水蓄能电站建设项目须由国务院投资主管部门核准后方可动工建设。 ??? 项目申请依据以下程序： ?? 1、项目申报单位向我发展改革局提出申请，2.项目申报材料齐全并符合要求后，我局正式受理。对不符合受理条件的项目，应即时告知项目申报单位。3.初审上报。由我局向国家发展改革委上报初审意见及相关材料。对不符合办理条件的项目，将不予上报的决定通知项目申报单位。 ?? 申请材料： 1.项目申报单位应向市发展改革局提交项目申请报告，申请报告须委托具有甲级工程咨询资格的机构编制。项目申报单位提交的申请报告须包括如下内容：　　（1）项目申报单位及项目概况；　　（2）发展规划、产业政策和行业准入分析；　　（3）资源开发及综合利用分析； 　　（4）节能方案分析；　　（5）建设用地、征地拆迁补偿分析；　　（6）环境和生态影响分析； 　　（7）经济影响分析；　　（8）社会影响分析。　　外商投资项目的申请报告除上述内容外，还应包括经营期限、产品目标市场、计划用工人数、涉及的公共产品或服务价格、出资方式、需要进口的设备及金额等内容。　　2.项目申报单位除提交申请报告外，需附如下资料：　　（1）项目法人注册文件，包括组织机构代码（复印件）、企业营业执照（复印件）、法定授权委托书（原件）等；外商投资项目还应提交中外投资各方的企业注册证（复印件）、外商投资批准证书（复印件）及经审计的最新财务报表（包括资产负债表、损益表和现金流量表）（原件）。　　（2）资本金证明文件及融资意向书（原件）；　　以国有资产或土地使用权出资的，需由有关主管部门出具确认文件（原件）。外商投资项目还应提交投资意向书（复印件），增资、购并项目公司董事会决议（复印件）。　　（3）项目节能方案的评估和审查意见； 　　（4）建设项目规划选址意见书；　　（5）环评审查意见；　　（6）用地预审文件。3、根据法律、法规应提交的其他材料。（请在申报前咨询我局能源处，电话82107071） 
",0.003780657659896658
28964,如何申报总部企业,深圳市发展和改革委员会,2009.03.09,2009.04.01,"你好！ 我们是一家在龙华的企业，也是国内医用卫生材料的龙头企业．我们在内地设有很多子公司（生产工厂＼销售公司＼研发机构），符合总部企业的相关规定．但我们确实不知道如何审报总部企业？ 凡请告知我们相关的程序．谢谢！ ? 2009＼3＼9
","第一批总部企业认定和资助申报工作现已开始，申报程序及申报材料请查阅http://www.szpb.gov.cn/News/GuiHuaChu/ggxx/90325.htm
",0.0059348824471578965
24673,境外投资审批政策,深圳市发展和改革委员会,2014.03.24,2014.03.25,"请问深圳市境外投资新的审批政策什么时候才能出来？年前咨询回复说最迟2月底，如今已经3月底了。。
		","国家发改委的境外投资新的政策还在修订完善中，在该政策出台之前，境外投资项目按原规定申报。
",0.006069577842169993
28156,夫妻随迁,深圳市发展和改革委员会,2009.06.28,2009.07.07,"你好！ ???? 我的户口入深已有2年！我老婆在深圳有固定工作！请问可以申请随迁吗？如果可以，该到哪里及如何申请？谢谢！
","李先生： ??? 您好！我市夫妻分居的入户办理分以下三类： ?? 一、政策性夫妻分居。指夫妻一方属户籍人口，非户籍人口一方在深圳没有就业，夫妻分居满3年，可直接到公安局办理随迁手续。办理需要提交的资料和程序请向公安部门咨询； ?? 二、干部夫妻分居。指夫妻双方同属干部身份，一方属户籍人口，非户籍人口一方在深圳有固定工作。由非户籍方所在单位到人事局办理入户手续。办理需要提交的资料和办理程序请向人事部门咨询。 ?? 三、工人夫妻分居。指夫妻双方同属工人身份，一方属户籍人口，非户籍人口一方在深圳有固定工作。由非户籍方所在单位到劳动局办理入户手续。办理需要提交的资料和办理程序请向劳动部门咨询。 ?? 以上夫妻分居入户的条件如仍不满足，您的配偶也可通过调干或招工途径入户。 一、条件。干部身份入户条件是：具有本科以上学历、英语四级；工人身份入户条件是：具备中级以上职称。 二、办理。干部和工人由所在单位分别到人事或劳动部门办理。
",0.006780489166212544
28893,港资企业能否在深圳立项目？,深圳市发展和改革委员会,2009.04.09,2009.04.14,"你好！我司是2004年在香港注册的一家贸易和制造公司，主要经营医疗器械的研发和外销，2005年在深圳注册了代表处。目前我们有一个高新技术项目要申请，请问是否能在深圳立此项目？多谢！
","黄敏蓉： ??? 您好！针对你提交的问题，我局答复如下： ??? 一、港资企业在深圳投资项目，不能以代表处的名义办理立项手续。 ??? 企业应先到市贸工局提交外商投资企业设立申请（市贸工局网址：http://www.szbti.gov.cn/newweb/xzxk/xingzhen_1.php），再到工商部门办理工商登记手续，最后才到发展改革部门办理项目立项手续。 ???? 二、按照《深圳市人民政府关于调整市区两级政府部分管理权限的意见》（深府〔2003〕1号）精神，深圳市市区属企事业单位和其他所属类型单位项目总投资10000万元及以下社会投资项目在项目所在区发展和改革局审批，并报市发展和改革局审核及核发投资许可证。其他项目报市发展和改革局审批。 ? ?????????????????????????????????????????????????二〇〇九年四月十四日??
",0.006929478640114284
29781,《深圳市户籍迁移管理办法》何時才能真正實施,深圳市发展和改革委员会,2008.10.20,2008.10.21,"您好！從你們上次的回復中獲悉如下：《深圳市户籍迁移管理办法》(深府[2008]215号)已经市政府颁布实施,从2008年10月1日起执行。关于在关内外户籍可随自购房地点迁移的办理工作市公安局正在加紧组织实施，近期将很快受理此类申请。時間也在一天天過去，離年底也越來越近，煩請告知何時才能真正實施此項政策？ 謝謝你們！
		","廖志高:你好！感谢你的来信咨询.《深圳市户籍迁移管理办法》(深府[2008]215号)已于今年10月1日经市政府颁布实施。该《办法》有以下规定提供你参考： 1、深圳市户籍的居民在深圳市范围内因居住地变更、夫妻分居、未成年小孩随父或随母居住、老人随子女居住等事由，可申请户籍迁移。 2、变更工作单位的其户籍不随劳动、人事关系迁移。 3、以上事由的户籍迁移手续在市公安局办理（接收深圳生源应届高校毕业生的入户事宜由仍由人事部门据继续受理）。 目前，市公安局正抓紧推进各项实施工作，将于2008年11月1日正式在各派出所受理。此复。
		
		",0.007228588182849438
29628,户籍迁关内（按揭购房）,深圳市发展和改革委员会,2008.11.05,2008.11.17,"你好。请问因在关内购房，想把户籍迁至关内，按揭购房（房产证原件在银行）符合条件吗？要提供什么材料？详细的办事流程公布没有？
		","张先生:你好！感谢你的来信咨询。凡是实际居住自有合法的住宅类房产与户口分隔在特区内外的符合迁移条件。由申请人在拟入户地派出所直接提出申请，具体办事流程及申请材料请咨询公安局。
		
		",0.010104170041459692
28963,0号柴油（国三）价格,深圳市发展和改革委员会,2009.04.01,2009.04.01,"局领导： ??? 您好！ ??? 我在本网站上想查找关于近期柴油（三）单价相关的文件，但是怎么找都找不到，您能提供相关的文件给我吗？谢谢！
","甘枭靖: ???你好按照职能分工，我局不是全市物价主管部门，请向市工商局咨询。 ????????????????????????????????????????????????????????????? ????????????????????????????????????????????????????? 二〇〇九年四月一日
",0.011790720741317706
31578,引进设备免税核准后如何办理免税证及时间需多长,深圳市发展和改革委员会,2008.03.16,2008.03.19,"贵局： 外资企业引进设备免税核准后如何办理免税证、时间需多长及办理窗口？希望给予回复。 谢谢！
		","丁先生：现就你所咨询的问题答复如下： （一）限额以上项目：自决定受理之日起20个工作日内完成初审，报国家发展改革委审核。 　　（二）限额以下项目：自决定受理之日起20个工作日内作出非行政许可决定。情况特别复杂的，经本行政机关负责人批准，可延长10个工作日。 　　以上规定的时限不包括委托咨询机构进行评估的时间。本许可事项需委托咨询机构对申请人提供的《项目进口设备清单》进行评估，评估工作在15个工作日内完成。详见我局外网《办事指南》。此复
		
		",0.016475857286750162
32478,设备进口,深圳市发展和改革委员会,2007.12.11,2007.12.11,"我公司为开发新产品须进口一台设备价值一万多美金名为热压机如何办进口手续?我公司为小规模私人企业.谢谢
		","孟书兰： 你好！你所反映的问题，按照政府部门职能划分，不属我局职能范畴，请向我市外贸主管部门市贸工局及深圳海关等部门提出咨询。此复深圳市发展和改革局
		
		",0.023575535100485934
25263,农招卡咨询!,深圳市发展和改革委员会,2013.10.28,2013.10.30,"你们好,请问我的资料是10月17号审批同意,农招卡怎么转这么久呢? 麻烦帮我查询下我的农招卡状态,多谢!
		","您好，经查，您的“农转非”手续材料市人力资源局10月15日报至我委，我委当天已完成审批。请询市人力资源局领取相关手续。
",0.0243068236281736
33420,请速受理,深圳市发展和改革委员会,2007.04.12,2007.04.23,"我公司成立的时候是2001年，经济管理局给我公司发了一份立项批文，这个批文每年年审都要用到的，不小心被遗失了，我们应该找哪个部门办理？
		","中耕服饰： 你好！ 深圳市没有经济管理局这一单位，你的批文是哪个部门批的，理论上应找该单位查阅。
		
		",0.024574563333317756
29871,进口设备免关税申报项目所需递交的材料,深圳市发展和改革委员会,2008.10.07,2008.10.08,"您好！　　我公司为深圳市一家高新技术企业，因研发项目中需要用到进口设备．了解得知，企业项目中采购的进口设备可以免关税，但先需向贵局申报立项．请问，我公司此种情况申报立项，需提交哪些资料？　　谢谢！
		","沈琛：你好！感谢你的来信咨询。现在对你的问题答复如下： 企业投资的项目若经审核后属于我市鼓励发展产业类的，并且进口自用设备又符合以下四种条件之一的，可免征关税和进口环节增值税 （一）对符合《当前国家重点鼓励发展的产业、产品和技术目录》的国内投资项目，在投资总额内进口的自用设备，除《国内投资项目不予免税的进口商品目录》所列商品外，免征关税和进口环节增值税。 （二）外国政府贷款、国际金融组织贷款项目进口的自用设备，除《外商投资项目不予免税的进口商品目录》所列商品外，免征关税和进口环节增值税。 （三）对符合《当前国家重点鼓励发展的产业、产品和技术目录》，借用国际商业贷款和利用出口信贷的其他项目进口的自用设备，除《国内投资项目不予免税的进口商品目录》所列商品外，免征关税和进口环节增值税。 （四）对符合上述规定的项目，按照合同随设备进口的技术及配套件、备件，也免征关税和进口环节增值税。 申请材料请参阅我局办事指南中《国内投资项目进口设备确认》 （网址http://www.szpb.gov.cn/News/BanGongShi/bszn20050310/0501.htm），分上报国家类和地方许可类两种情况，请你根据项目实际情况选择申报种类，若无法辨别种类或还有其他问题请咨询我局办文窗口，电话82105843（2）
		
		",0.02474004976414701
29544,婚后一定要把户口从集体户口转出来吗?,深圳市发展和改革委员会,2008.11.07,2008.12.03,"您好, 请问婚后一定要把户口从集体户口转出来吗? 如果要转, 怎么转, 转到哪里去? 谢谢.
		","陈生：你好！来信收悉，婚后不一定要将户口从集体户口中转出来。如果您自已有转出的需要，可转入您自购房产所在地。此复。
",0.02700711172569903
29697,户口迁移关内 joanna,深圳市发展和改革委员会,2008.10.23,2008.11.04,"你好，老公是非深户，南山有自购房，我是宝安户籍，请问我可以通过《深圳市户籍迁移管理办法》将户口落入于我老公的物业吗？盼尽快回复，谢谢！
		","joanna：你好！按照你的情况判断，你不可以办理迁户，除非你的配偶是深户或者南山的物业在您本人或夫妻共同名下。
		
		",0.03028596002898365
21955,固定资产投资许可,深圳市发展和改革委员会,2015.01.14,2015.01.20,"您好！我司目前有一个社会投资项目，于2014年12月在龙岗区发改局办里立项批复，请问是否需要在贵局办理《固定资产投资许可证》呢？
		","不需要。
		
		",0.04354460526017756
29842,户口,深圳市发展和改革委员会,2008.10.14,2008.10.14,"新闻早说了:从2008年10月1日起,深圳市特区内/外户口可以自由牵移.可我到派出所咨询时称现在还没有政策下来.我想了解一下什么时候才可以有政策下来,才可以具体操作,谢谢.
		","杨伟:你好!来信收悉.《深圳市户籍迁移管理办法》(深府[2008]215号)已经市政府颁布实施,从2008年10月1日起执行。关于在关内外户籍可随自购房地点迁移的办理工作市公安局正在加紧组织实施，近期将很快受理此类申请，各具体的办理时间，请向市公安局人口管理处咨询。
		
		",0.045241868699104404
29926,农转非,深圳市发展和改革委员会,2008.09.05,2008.09.19,"区发展计划局领导，你好！我是农招工办理的，福田区劳动局于8月22日上午下达了调令！现等贵局办理“农转非”手续！望贵局领导批复！万分感谢！
		","谢丽平您好！我局现已完成您《“农转非”人口入户指标卡》的核发工作，请及时前来领取，地址福田区福中三路市民中心C3149室。
		
		",0.05354368790773756
25358,大米进口配额申请,深圳市发展和改革委员会,2013.10.08,2013.10.09,"我公司准备14年经营台湾进口大米，请问我们该怎样申请配额
		","经与来电黄先生联系，该企业不符合国家发展改革委、商务部2013年第39号公告《2014年粮食、棉花进口关税配额数量、申请条件和分配原则》的规定。
",0.07082257508132228
27914,“农转非”入户指标卡,深圳市发展和改革委员会,2009.08.18,2009.08.20,"??劳动局已于7月24号已下调令号ZG000330，能否告之究竟还要多久才能拿到“农转非”入户指标卡。盼佳音！
","? 农转非手续是劳动部门在为符合招工条件的个人办理入户手续时捆绑办理的，由市劳动部门或区劳动部门通过区发改局向市发改局申请办理，个人不需要直接向市发改局申报，需要查询办理进度应直接向市（区）劳动部门咨询。我局自收到相关部门报送材料之日起5个工作日完成办理并向各相关部门反馈办理结果。
",0.0738275290914101
25265,农转非卡办理进度,深圳市发展和改革委员会,2013.10.30,2013.10.30,"您好,我的农转非卡办理进度审批了吗?
		","您好！经查，您的“农转非”手续市人力资源局10月15日上报我委，我委当日已完成审批。请询市人力资源局领取相关手续。
",0.07975397095225079
27336,项目立项,深圳市发展和改革委员会,2010.06.29,2010.06.29,"请问：项目立项需要哪些相关资料及手续，麻烦你发一份详细的资料到我邮箱，谢谢您！
","政府投资项目立项申报材料请查阅以下网址：http://www.szpb.gov.cn/zxfw/fwsx/xzxk_1/200809/t20080919_51951.htm ? 社会投资项目实行核准或备案，所需申报材料请查阅以下网址： http://www.szpb.gov.cn/zxfw/
",0.08456043087519549
30984,深圳市内外户籍转移,深圳市发展和改革委员会,2008.05.14,2008.05.20,"我之前通过购房入户布吉，现在福田区买了房子，准备将之前的房子卖掉，可现在又不能迁入我现有的房子所在派出所，请问是否可以将户籍转入现有房子的派出所？不能我又该怎么处理？
		","廖命生: 你好！ 我局已将实施特区内外户籍一体化管理的政策请示报市政府，市政府办公厅正对此事开展协调和调研工作，争取通过市政府会议审议批准。待政策正式出台后，你所提出的问题就能够解决了。感谢你对我们工作的关心和支持！ 此复 二○○八年五月九日
		
		",0.09124472825082086
25336,农招卡,深圳市发展和改革委员会,2013.10.11,2013.10.12,"您好！我是办理积分入户的，在职人才引进类型的，9月25日系统上显示深圳市人力资源和社会保障局已经审批通过了，现在还没拿到调令，咨询劳动局，说我是农业户口，要的发改委下来“农招卡”，不知何时才能下来，急啊！
		","经查，我委9月24日已审批当事人“农转非”手续。请询市人力资源局领取相关手续。
",0.1080194629645258
23408,毕业生接收办理农转非,深圳市发展和改革委员会,2014.09.25,2014.10.11,"今年8月中旬办理了毕业生接收，测评填写农业户口，在深圳办理农转非，请问现在指标已经下来了吗？需要在哪里查询到信息？谢谢
		","您好！请提供您的姓名和身份证号码以供查核。
		
		",0.11349105195931664
23046,农转非指标卡,深圳市发展和改革委员会,2014.11.10,2014.11.13,"请问在深圳办理农转非指标卡一般需要多久？怎样查询自己的农转非指标卡是否已经办好？谢谢！
		","我委自收到市（区）人力资源部门报送材料之日起5个工作日内完成审批。请询市（区）人力资源部门咨询具体情况。
		
		",0.12841187560525025
21956,关于物业管理费价格备案,深圳市发展和改革委员会,2015.01.14,2015.01.20,"我司是即将开盘的别墅小区，请问到哪里进行备案，需要什么资料，具体流程是什么？
		","别墅小区的物业服务费可实行市场调节价，按要求需要进行物业服务价格标准备案，工作由各辖区发改部门负责。
		
		",0.1445060972275446
29783,深圳市将实行户口内外一体化（集体户口也包括在内吗),深圳市发展和改革委员会,2008.10.14,2008.10.21,"你好，我想咨询一下这次深圳实行关内关外户口迁移，请问集体户口也包括在内吗？深圳集体户口也可以通过婚迁到关外吗？谢谢．
		","陈锡连:你好！来信《深圳市将实行户口内外一体化（集体户口也包括在内吗)》收悉，根据《深圳市户籍迁移管理办法》（深府[2008]215号）单位集体户因单位登记注册地搬迁需要整户迁移的也包括在内。深圳集体户口可以通过婚迁到关外。此复。
		
		",0.15599176926068237
33805,深圳中长期发展规划在那里可以查询,深圳市发展和改革委员会,2006.12.08,2006.12.11,"谢谢回复
		","http://www.szpb.gov.cn//DevelopLayout/index.aspx?ID=1090000 或者www.sz.gov.cn
		
		",0.20021039732808077
31815,港珠澳大桥口岸无处建 曾荫权拟购大陆荒岛,深圳市发展和改革委员会,2008.02.24,2008.02.26,"港珠澳大桥口岸无处建 曾荫权拟购大陆荒岛 星岛环球网 www.stnn.cc 【星岛网讯】香港与广东、澳门已就港珠澳大桥的兴建达成多项共识，但大桥在香港的落脚点却面对不少困难。竞逐连任的特首曾荫权13日会见中华出入口商会时，就提到（石散）石湾土地不足以兴建出入境大楼及配套设施，因此可能要考虑在大陆水域“购买荒岛”，兴建香港出入境大楼，解决三地三检导致的问题。 《星岛日报》消息，曾荫权13日傍晚前往位於上环的中华出入口商会与数十位商会成员举行座谈会。会上有十一名商会成员提问，据悉，货柜运输业职工总会副主席谢浪问及港珠澳大桥的进度，曾荫权表示，或会在大陆水域选购一个合适荒岛，作兴建出入境大楼之用。 港珠澳大桥决定采用“三地三检”的方案，令香港需於大桥的港方落脚点，即大屿山西北的（石散）石湾一带设置口岸。不过，政府消息人士指，（石散）石湾面积小，没有足够地方建立出入境大楼及配套设施，需要一定程度的填海。但填海前需要进行环境评估，又要进行各种咨询，过程将非常复杂，动辄费时三至四年，才能落实有关工程。 而若政府在大陆水域购入岛屿作出入境口岸，就可以解决这个问题。即将在7月通车的西部通道，就是在深圳水域填海兴建联检大楼，避过香港填海的问题。不过，政府消息人士强调，当局未决定是否买岛，也没有时间、地点及成本等具体细节。据悉，人大常委曾宪梓、政协委员胡应湘及滙丰银行亚太区主席郑海泉等十多名政商界要人，近日在广州与广东省省长黄华华、常务副省长汤炳权及广东省委书记张德江会面，谈及港珠澳大桥的问题。 消息指，汤炳权在会面期间称，港珠澳大桥动工前需尽快决定三地关检选址。据了解，澳门原拟於“明珠”对开海面填海兴建边检大楼等设施，但现在打算改为购买位於珠海水域的旅游点“横琴岛”作为出入境口岸。方案目前尚未落实，珠澳双方仍在磋商中。而珠海方面则计划以“南蓢”附近的“上下栅”作边检口岸。 汤炳权在席间又说，港珠澳大桥整个工程原订耗资510亿人民币，主桥的建造费占其中310亿，大桥的融资问题已解决，即三地政府共同负担310亿的主桥建造费，至於三地的出入境设施，以及三条“引桥”，则由三地政府各自负责。广东希望尽快解决工程问题，但仍未知确实动工时间。http://www.stnn.cc/hongkong/200702/t20070214_469947.html
		","马杰：你好！请提出你拟咨询具体问题。此复 深圳市发展和改革局
		
		",0.20203340183880925
31950,测试一下有人答复没有,深圳市发展和改革委员会,2008.01.31,2008.02.01,"测试一下有人答复没有
		","如有事情咨询，请直接提出，我们会按规定办理。
		
		",0.24670438571260211
30280,发明专利可不可以申请项目,深圳市发展和改革委员会,2008.07.31,2008.08.07,"我现有一项发明专利；可应用电动科技项目；如电动交通工具；UPS不间断电源；太阳能发电站；请问可不可以申请政府资金
		","罗廷刚：你所反映的问题，不涉及我局职能，请向科技和信息局咨询。此复
		
		",0.25938791227330105
